ref_area.label,source.label,indicator.label,sex.label,classif1.label,classif2.label,time,obs_value
Republic of Korea,LFS - Economically Active Population Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2024,37.88
Republic of Korea,LFS - Economically Active Population Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,39.09
Republic of Korea,LFS - Economically Active Population Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,38.58
Republic of Korea,LFS - Economically Active Population Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,39.24
Republic of Korea,LFS - Economically Active Population Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,39.9
Republic of Korea,LFS - Economically Active Population Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,40.99
Republic of Korea,LFS - Economically Active Population Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,41.84
Republic of Korea,LFS - Economically Active Population Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,43.06
Republic of Korea,LFS - Economically Active Population Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,43.32
Republic of Korea,LFS - Economically Active Population Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,43.94
Kosovo,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,42.35
Kosovo,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,43.2
Kosovo,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,42.84
Kosovo,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,42.06
Kosovo,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,43.71
Kosovo,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,44.8
Kosovo,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,44.73
Kosovo,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,44.71
Kosovo,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,43.89
Lao People's Democratic Republic,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,41.53
Lao People's Democratic Republic,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,41.45
Lebanon,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,47.57
Liberia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,47.65
Saint Lucia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2024,40.52
Saint Lucia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,40.87
Saint Lucia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,39.85
Saint Lucia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,39.16
Saint Lucia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,39.06
Saint Lucia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,40.56
Saint Lucia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,40.95
Saint Lucia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,40.68
Sri Lanka,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,41.89
Sri Lanka,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,42.01
Sri Lanka,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,42.41
Sri Lanka,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,43.92
Sri Lanka,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,44.38
Sri Lanka,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,44.74
Sri Lanka,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,44.22
Sri Lanka,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,43.67
Lesotho,LFS - Integrated Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,50.37
Lithuania,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,37.97
Lithuania,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,37.93
Lithuania,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,38.14
Lithuania,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,37.66
Lithuania,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,38.05
Lithuania,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,37.9
Lithuania,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,37.69
Lithuania,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,38.22
Lithuania,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,38.05
Luxembourg,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,35.11
Luxembourg,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,35.19
Luxembourg,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,35.48
Luxembourg,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,36.57
Luxembourg,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,37.64
Luxembourg,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,37.43
Luxembourg,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,37.3
Luxembourg,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,37.49
Luxembourg,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,37.94
Latvia,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,37.8
Latvia,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,38.2
Latvia,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,37.78
Latvia,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,37.92
Latvia,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,38.19
Latvia,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,38.51
Latvia,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,38.51
Latvia,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,38.42
Latvia,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,38.34
Republic of Moldova,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2024,39.41
Republic of Moldova,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,39.36
Republic of Moldova,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,39.68
Republic of Moldova,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,39.44
Republic of Moldova,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,38.8
Republic of Moldova,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,39.11
Republic of Moldova,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,38.79
Republic of Moldova,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,37.77
Republic of Moldova,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,37.2
Republic of Moldova,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,37.66
Madagascar,HS - Periodic Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,35.04
Madagascar,LFS - National Survey on Employment and the Informal Sector,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,34.52
Maldives,HIES - Household Income and Expenditure Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,46.48
Maldives,HIES - Household Income and Expenditure Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,48.51
Mexico,LFS - National Occupation and Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2025,42.14
Mexico,LFS - National Occupation and Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2024,42.2
Mexico,LFS - National Occupation and Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,42.49
Mexico,LFS - National Occupation and Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,42.77
Mexico,LFS - National Occupation and Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,42.38
Mexico,LFS - National Occupation and Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,41.81
Mexico,LFS - National Occupation and Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,43.72
Mexico,LFS - National Occupation and Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,43.99
Mexico,LFS - National Occupation and Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,43.93
Mexico,LFS - National Occupation and Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,43.71
Mexico,LFS - National Occupation and Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,43.39
Marshall Islands,PC - Population Census,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,37.91
Marshall Islands,HIES - Household Income and Expenditure Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,38.35
North Macedonia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2024,39.02
North Macedonia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,39.27
North Macedonia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,39.72
North Macedonia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,39.89
North Macedonia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,38.92
North Macedonia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,40.52
North Macedonia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,41.49
North Macedonia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,41.92
North Macedonia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,41.26
North Macedonia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,41.32
Mali,LFS - Continous Household Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,41.89
Mali,LFS - Continous Household Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,42.34
Mali,LFS - Continous Household Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,42.11
Mali,LFS - Continous Household Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,43.16
Mali,LFS - Continous Household Employment Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,42.58
Malta,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,37.14
Malta,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,36.73
Malta,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,37.05
Malta,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,37.77
Malta,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,38.83
Malta,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,37.64
Malta,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,37.46
Malta,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,37.9
Malta,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,37.31
Myanmar,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,44.65
Myanmar,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,45.76
Myanmar,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,45.62
Myanmar,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,48.31
Myanmar,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,50.81
Montenegro,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,43.49
Montenegro,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,44.35
Montenegro,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,43.31
Montenegro,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,42.67
Montenegro,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,43.43
Montenegro,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,43.33
Montenegro,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,42.41
Montenegro,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,42.76
Montenegro,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,42.93
Mongolia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,47.22
Mongolia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,47.51
Mongolia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,47.74
Mongolia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,49.61
Mongolia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,51.23
Mozambique,HIES - Household Budget Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,37.23
Mozambique,HIES - Household Budget Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,36.35
Mauritania,HIES - Living Standards Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,47.59
Mauritania,LFS - National Reference Survey on Employment and Informal Sector,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,41.06
Montserrat,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,39
Mauritius,LFS - Continuous Multi-Purpose Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,40.28
Mauritius,LFS - Continuous Multi-Purpose Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,40.07
Mauritius,LFS - Continuous Multi-Purpose Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2021,40
Mauritius,LFS - Continuous Multi-Purpose Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,38.7
Mauritius,LFS - Continuous Multi-Purpose Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,37.35
Mauritius,LFS - Continuous Multi-Purpose Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,39.05
Mauritius,LFS - Continuous Multi-Purpose Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,38.5
Mauritius,LFS - Continuous Multi-Purpose Household Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,38.33
Namibia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,44.91
Namibia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2016,45.5
New Caledonia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2020,37.2
New Caledonia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2019,36.55
New Caledonia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2018,36.37
New Caledonia,LFS - Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,36.41
Niger,LFS - National Survey on Employment and the Informal Sector,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,39.74
Niue,PC - Population Census,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,33.61
Niue,PC - Population Census,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2017,38.63
Niue,HIES - Household Income and Expenditure Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2015,34.09
Netherlands,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2023,30.37
Netherlands,LFS - EU Labour Force Survey,"Mean weekly hours actually worked per employed person by sex, age and economic activity",Total,Age (10-year bands): Total,Economic activity (Broad sector): Total,2022,30.58
